t_s,gpu_util_pct,mem_used_mib,power_w,temp_c,sclk_mhz,mclk_mhz,util_nc0,host_mem_used_mib
445.07,0.0,3884.1,,,,,0.0,2606.0
446.07,0.0,3884.1,,,,,0.0,2606.0
447.07,0.0,3884.1,,,,,0.0,2606.0
448.07,0.0,3884.1,,,,,0.0,2606.0
449.07,0.0,3884.1,,,,,0.0,2606.0
450.07,0.0,3884.1,,,,,0.0,2606.0
451.07,0.0,3884.1,,,,,0.0,2606.0
452.07,0.0,3884.1,,,,,0.0,2606.0
453.07,0.0,3884.1,,,,,0.0,2606.0
454.07,0.0,3884.1,,,,,0.0,2606.0
455.07,0.0,3884.1,,,,,0.0,2606.0
456.07,0.0,3884.1,,,,,0.0,2606.0
457.08,0.0,3884.1,,,,,0.0,2606.0
458.08,0.0,3884.1,,,,,0.0,2606.0
459.08,0.0,3884.1,,,,,0.0,2606.0
460.08,0.0,3884.1,,,,,0.0,2606.0
461.08,0.0,3884.1,,,,,0.0,2606.0
462.08,0.0,3884.1,,,,,0.0,2606.0
463.08,0.0,3884.1,,,,,0.0,2606.0
464.08,0.0,3884.1,,,,,0.0,2606.0
465.08,0.0,3884.1,,,,,0.0,2606.0
466.08,0.0,3884.1,,,,,0.0,2606.0
467.08,0.0,3884.1,,,,,0.0,2606.0
468.08,0.0,3884.1,,,,,0.0,2606.0
469.08,0.0,3884.1,,,,,0.0,2606.0
470.08,0.0,3884.1,,,,,0.0,2606.0
471.08,0.0,3884.1,,,,,0.0,2606.0
472.08,0.0,3884.1,,,,,0.0,2606.0
473.08,0.0,3884.1,,,,,0.0,2606.0
474.08,0.0,3884.1,,,,,0.0,2606.0
475.08,0.0,3884.1,,,,,0.0,2606.0
476.08,0.0,3884.1,,,,,0.0,2606.0
477.08,0.0,3884.1,,,,,0.0,2606.0
478.08,0.0,3884.1,,,,,0.0,2606.0
479.08,0.0,3884.1,,,,,0.0,2606.0
480.08,0.0,3884.1,,,,,0.0,2606.0
481.08,0.0,3884.1,,,,,0.0,2606.0
482.08,0.0,3884.1,,,,,0.0,2606.0
483.08,0.0,3884.1,,,,,0.0,2606.0
484.08,0.0,3884.1,,,,,0.0,2606.0
485.08,0.0,3884.1,,,,,0.0,2606.0
486.08,0.0,3884.1,,,,,0.0,2606.0
487.08,0.0,3884.1,,,,,0.0,2606.0
488.08,0.0,3884.1,,,,,0.0,2606.0
489.08,0.0,3884.1,,,,,0.0,2606.0
490.08,0.0,3884.1,,,,,0.0,2606.0
491.08,0.0,3884.1,,,,,0.0,2606.0
492.08,0.0,3884.1,,,,,0.0,2606.0
493.08,0.0,3884.1,,,,,0.0,2606.0
494.08,0.0,3884.1,,,,,0.0,2606.0
495.08,0.0,3884.1,,,,,0.0,2606.0
496.08,0.0,3884.1,,,,,0.0,2606.0
497.08,0.0,3884.1,,,,,0.0,2606.0
498.08,0.0,3884.1,,,,,0.0,2606.0
499.08,0.0,3884.1,,,,,0.0,2606.0
500.08,0.0,3884.1,,,,,0.0,2606.0
501.08,0.0,3884.1,,,,,0.0,2606.0
502.08,0.0,3884.1,,,,,0.0,2606.0
503.08,0.0,3884.1,,,,,0.0,2606.0
504.08,0.0,3884.1,,,,,0.0,2606.0
505.08,0.0,3884.1,,,,,0.0,2606.0
506.08,0.0,3884.1,,,,,0.0,2606.0
507.08,0.0,3884.1,,,,,0.0,2606.0
508.08,0.0,3884.1,,,,,0.0,2606.0
509.08,0.0,3884.1,,,,,0.0,2606.0
510.08,0.0,3884.1,,,,,0.0,2606.0
511.08,0.0,3884.1,,,,,0.0,2606.0
512.08,0.0,3884.1,,,,,0.0,2606.0
513.08,0.0,3884.1,,,,,0.0,2606.0
514.08,0.0,3884.1,,,,,0.0,2606.0
515.08,0.0,3884.1,,,,,0.0,2606.0
516.08,0.0,3884.1,,,,,0.0,2606.0
517.08,0.0,3884.1,,,,,0.0,2606.0
518.08,0.0,3884.1,,,,,0.0,2606.0
519.08,0.0,3884.1,,,,,0.0,2606.0
520.08,0.0,3884.1,,,,,0.0,2606.0
521.08,0.0,3884.1,,,,,0.0,2606.0
522.08,0.0,3884.1,,,,,0.0,2606.0
523.09,0.0,3884.1,,,,,0.0,2606.0
524.09,0.0,3884.1,,,,,0.0,2606.0
525.09,0.23,4003.5,,,,,0.47,2771.8
526.09,0.0,4003.5,,,,,0.0,2771.8
527.09,0.0,4003.5,,,,,0.0,2647.2
528.09,50.0,4028.1,,,,,100.0,2647.9
